id_corrida,mecanismo,repeticion,tipo_manipulacion,eventos_totales,manipulaciones_inyectadas,manipulaciones_detectadas,tasa_deteccion_pct,tiempo_verificacion_ms,latencia_registro_ms,estado
165,M1,3,T5,61,1,0,0.0,0.001,0.022,NO_DETECTADO
166,M1,4,T1,53,1,0,0.0,0.001,0.041,NO_DETECTADO
167,M1,4,T2,54,1,0,0.0,0.001,0.023,NO_DETECTADO
168,M1,4,T3,46,1,0,0.0,0.001,0.023,NO_DETECTADO
169,M1,4,T4,54,1,0,0.0,0.001,0.023,NO_DETECTADO
170,M1,4,T5,65,1,0,0.0,0.001,0.023,NO_DETECTADO
171,M1,5,T1,50,1,0,0.0,0.001,0.023,NO_DETECTADO
172,M1,5,T2,53,1,0,0.0,0.001,0.026,NO_DETECTADO
173,M1,5,T3,61,1,0,0.0,0.001,0.024,NO_DETECTADO
174,M1,5,T4,65,1,0,0.0,0.001,0.023,NO_DETECTADO
175,M1,5,T5,45,1,0,0.0,0.001,0.023,NO_DETECTADO
176,M1,6,T1,48,1,0,0.0,0.001,0.023,NO_DETECTADO
177,M1,6,T2,48,1,0,0.0,0.001,0.023,NO_DETECTADO
178,M1,6,T3,63,1,0,0.0,0.001,0.033,NO_DETECTADO
179,M1,6,T4,46,1,0,0.0,0.001,0.024,NO_DETECTADO
180,M1,6,T5,57,1,0,0.0,0.001,0.027,NO_DETECTADO
181,M1,7,T1,49,1,0,0.0,0.001,0.023,NO_DETECTADO
182,M1,7,T2,60,1,0,0.0,0.001,0.027,NO_DETECTADO
183,M1,7,T3,57,1,0,0.0,0.001,0.026,NO_DETECTADO
184,M1,7,T4,48,1,0,0.0,0.001,0.029,NO_DETECTADO
185,M1,7,T5,64,1,0,0.0,0.001,0.023,NO_DETECTADO
186,M1,8,T1,49,1,0,0.0,0.001,0.023,NO_DETECTADO
187,M1,8,T2,58,1,0,0.0,0.001,0.023,NO_DETECTADO
188,M1,8,T3,63,1,0,0.0,0.001,0.024,NO_DETECTADO
189,M1,8,T4,51,1,0,0.0,0.001,0.024,NO_DETECTADO
190,M1,8,T5,56,1,0,0.0,0.001,0.027,NO_DETECTADO
191,M1,9,T1,51,1,0,0.0,0.001,0.024,NO_DETECTADO
192,M1,9,T2,64,1,0,0.0,0.001,0.023,NO_DETECTADO
193,M1,9,T3,60,1,0,0.0,0.001,0.023,NO_DETECTADO
194,M1,9,T4,63,1,0,0.0,0.001,0.023,NO_DETECTADO
195,M1,9,T5,53,1,0,0.0,0.001,0.023,NO_DETECTADO
196,M1,10,T1,55,1,0,0.0,0.001,0.023,NO_DETECTADO
197,M1,10,T2,59,1,0,0.0,0.001,0.023,NO_DETECTADO
198,M1,10,T3,49,1,0,0.0,0.001,0.023,NO_DETECTADO
199,M1,10,T4,64,1,0,0.0,0.001,0.023,NO_DETECTADO
200,M1,10,T5,58,1,0,0.0,0.001,0.025,NO_DETECTADO
201,M1,11,T1,57,1,0,0.0,0.001,0.024,NO_DETECTADO
202,M1,11,T2,54,1,0,0.0,0.001,0.026,NO_DETECTADO
203,M1,11,T3,56,1,0,0.0,0.001,0.023,NO_DETECTADO
204,M1,11,T4,47,1,0,0.0,0.001,0.024,NO_DETECTADO
205,M1,11,T5,65,1,0,0.0,0.001,0.023,NO_DETECTADO
206,M1,12,T1,61,1,0,0.0,0.001,0.023,NO_DETECTADO
207,M1,12,T2,51,1,0,0.0,0.001,0.023,NO_DETECTADO
208,M1,12,T3,55,1,0,0.0,0.001,0.023,NO_DETECTADO
209,M1,12,T4,48,1,0,0.0,0.001,0.023,NO_DETECTADO
210,M1,12,T5,51,1,0,0.0,0.001,0.023,NO_DETECTADO
211,M1,13,T1,47,1,0,0.0,0.001,0.023,NO_DETECTADO
212,M1,13,T2,52,1,0,0.0,0.001,0.037,NO_DETECTADO
213,M1,13,T3,61,1,0,0.0,0.001,0.024,NO_DETECTADO
214,M1,13,T4,59,1,0,0.0,0.001,0.023,NO_DETECTADO
215,M1,13,T5,58,1,0,0.0,0.001,0.026,NO_DETECTADO
216,M1,14,T1,49,1,0,0.0,0.001,0.023,NO_DETECTADO
217,M1,14,T2,47,1,0,0.0,0.001,0.023,NO_DETECTADO
218,M1,14,T3,61,1,0,0.0,0.001,0.023,NO_DETECTADO
219,M1,14,T4,49,1,0,0.0,0.001,0.023,NO_DETECTADO
220,M1,14,T5,53,1,0,0.0,0.001,0.023,NO_DETECTADO
221,M1,15,T1,52,1,0,0.0,0.001,0.023,NO_DETECTADO
222,M1,15,T2,54,1,0,0.0,0.001,0.023,NO_DETECTADO
223,M1,15,T3,60,1,0,0.0,0.001,0.023,NO_DETECTADO
224,M1,15,T4,65,1,0,0.0,0.001,0.026,NO_DETECTADO
225,M1,15,T5,52,1,0,0.0,0.001,0.023,NO_DETECTADO
226,M1,16,T1,52,1,0,0.0,0.001,0.023,NO_DETECTADO
227,M1,16,T2,63,1,0,0.0,0.001,0.023,NO_DETECTADO
228,M1,16,T3,56,1,0,0.0,0.001,0.023,NO_DETECTADO
229,M1,16,T4,56,1,0,0.0,0.001,0.023,NO_DETECTADO
230,M1,16,T5,49,1,0,0.0,0.001,0.023,NO_DETECTADO
231,M1,17,T1,57,1,0,0.0,0.001,0.023,NO_DETECTADO
232,M1,17,T2,57,1,0,0.0,0.001,0.022,NO_DETECTADO
233,M1,17,T3,48,1,0,0.0,0.001,0.023,NO_DETECTADO
234,M1,17,T4,55,1,0,0.0,0.001,0.023,NO_DETECTADO
235,M1,17,T5,63,1,0,0.0,0.001,0.022,NO_DETECTADO
236,M1,18,T1,57,1,0,0.0,0.001,0.027,NO_DETECTADO
237,M1,18,T2,46,1,0,0.0,0.001,0.023,NO_DETECTADO
238,M1,18,T3,62,1,0,0.0,0.001,0.035,NO_DETECTADO
239,M1,18,T4,65,1,0,0.0,0.001,0.025,NO_DETECTADO
240,M1,18,T5,54,1,0,0.0,0.001,0.023,NO_DETECTADO
241,M1,19,T1,47,1,0,0.0,0.001,0.023,NO_DETECTADO
242,M1,19,T2,51,1,0,0.0,0.001,0.023,NO_DETECTADO
243,M1,19,T3,45,1,0,0.0,0.001,0.023,NO_DETECTADO
244,M1,19,T4,46,1,0,0.0,0.001,0.023,NO_DETECTADO
245,M1,19,T5,45,1,0,0.0,0.001,0.023,NO_DETECTADO
246,M1,20,T1,57,1,0,0.0,0.001,0.023,NO_DETECTADO
247,M1,20,T2,61,1,0,0.0,0.001,0.024,NO_DETECTADO
248,M1,20,T3,56,1,0,0.0,0.001,0.034,NO_DETECTADO
249,M1,20,T4,55,1,0,0.0,0.001,0.036,NO_DETECTADO
250,M1,20,T5,52,1,0,0.0,0.001,0.023,NO_DETECTADO
251,M1,21,T1,58,1,0,0.0,0.001,0.023,NO_DETECTADO
252,M1,21,T2,47,1,0,0.0,0.001,0.023,NO_DETECTADO
253,M1,21,T3,53,1,0,0.0,0.001,0.023,NO_DETECTADO
254,M1,21,T4,48,1,0,0.0,0.001,0.025,NO_DETECTADO
255,M1,21,T5,48,1,0,0.0,0.001,0.024,NO_DETECTADO
256,M1,22,T1,60,1,0,0.0,0.001,0.023,NO_DETECTADO
257,M1,22,T2,50,1,0,0.0,0.001,0.023,NO_DETECTADO
258,M1,22,T3,56,1,0,0.0,0.001,0.023,NO_DETECTADO
259,M1,22,T4,51,1,0,0.0,0.001,0.028,NO_DETECTADO
260,M1,22,T5,58,1,0,0.0,0.001,0.023,NO_DETECTADO
261,M1,23,T1,53,1,0,0.0,0.001,0.023,NO_DETECTADO
262,M1,23,T2,50,1,0,0.0,0.001,0.025,NO_DETECTADO
263,M1,23,T3,48,1,0,0.0,0.001,0.023,NO_DETECTADO
264,M1,23,T4,46,1,0,0.0,0.001,0.023,NO_DETECTADO
265,M1,23,T5,53,1,0,0.0,0.001,0.023,NO_DETECTADO
266,M1,24,T1,45,1,0,0.0,0.001,0.023,NO_DETECTADO
267,M1,24,T2,50,1,0,0.0,0.001,0.023,NO_DETECTADO
268,M1,24,T3,49,1,0,0.0,0.0,0.023,NO_DETECTADO
269,M1,24,T4,59,1,0,0.0,0.001,0.023,NO_DETECTADO
270,M1,24,T5,54,1,0,0.0,0.001,0.023,NO_DETECTADO
271,M1,25,T1,56,1,0,0.0,0.001,0.023,NO_DETECTADO
272,M1,25,T2,62,1,0,0.0,0.001,0.028,NO_DETECTADO
273,M1,25,T3,52,1,0,0.0,0.001,0.023,NO_DETECTADO
274,M1,25,T4,45,1,0,0.0,0.001,0.027,NO_DETECTADO
275,M1,25,T5,49,1,0,0.0,0.001,0.036,NO_DETECTADO
276,M1,26,T1,57,1,0,0.0,0.001,0.023,NO_DETECTADO
277,M1,26,T2,62,1,0,0.0,0.001,0.024,NO_DETECTADO
278,M1,26,T3,58,1,0,0.0,0.001,0.026,NO_DETECTADO
279,M1,26,T4,59,1,0,0.0,0.001,0.023,NO_DETECTADO
280,M1,26,T5,61,1,0,0.0,0.0,0.023,NO_DETECTADO
281,M1,27,T1,63,1,0,0.0,0.001,0.022,NO_DETECTADO
282,M1,27,T2,56,1,0,0.0,0.002,0.031,NO_DETECTADO
283,M1,27,T3,47,1,0,0.0,0.001,0.027,NO_DETECTADO
284,M1,27,T4,63,1,0,0.0,0.001,0.026,NO_DETECTADO
285,M1,27,T5,60,1,0,0.0,0.001,0.031,NO_DETECTADO
